Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research,Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Payment_Frequency,Time_to_Decision,Delivery_Status
CUST-001656,41.0,Female,Middle,Married,Master's,Clerk,Chicago,Books,253.4,11.0,In-Store,4,4,9.0,None,Not Sensitive,0.2,9,High,Smartphone,Credit Card,2024-09-07 19:00:00,Yes,No,Need-based,Standard,One-time,21,Delivered
CUST-001657,68.0,Female,Low,Divorced,High School,Doctor,Phoenix,Sports,152.67,11.0,Online,1,1,23.0,Low,Very Sensitive,0.77,2,Medium,Desktop,Credit Card,2024-07-24 14:00:00,No,Yes,Need-based,Standard,One-time,2,Returned
CUST-001658,18.0,Male,Middle,Widowed,High School,Sales,Miami,Electronics,383.78,18.0,Mixed,5,1,20.0,Medium,Very Sensitive,0.29,9,Low,Smartphone,Credit Card,2024-01-08 04:00:00,Yes,Yes,Impulsive,No Preference,One-time,25,Returned
CUST-001659,43.0,Female,Middle,Married,Doctorate,Doctor,Seattle,Beauty,142.37,16.0,Online,5,1,20.0,Low,Very Sensitive,0.26,9,High,Smartphone,Credit Card,2024-09-02 19:00:00,No,No,Need-based,Standard,Subscription,30,Delivered
CUST-001660,34.0,Male,Middle,Divorced,High School,Artist,Houston,Furniture,225.95,9.0,In-Store,2,5,24.0,Medium,Somewhat Sensitive,0.46,1,Low,Smartphone,Credit Card,2024-08-29 08:00:00,No,No,Impulsive,No Preference,One-time,25,Returned
CUST-001661,19.0,Female,Middle,Married,Master's,Sales,New York,Books,412.77,15.0,Online,4,2,10.0,Low,Very Sensitive,0.49,7,Medium,Smartphone,Cash,2024-08-29 17:00:00,No,Yes,Need-based,Standard,One-time,12,Delivered
CUST-001662,60.0,Female,High,Single,Doctorate,Doctor,Los Angeles,Sports,138.38,15.0,In-Store,1,3,10.0,High,Not Sensitive,0.35,9,Medium,Smartphone,PayPal,2023-07-05 07:00:00,Yes,Yes,Planned,Standard,One-time,29,Delivered
CUST-001663,31.0,Female,High,Widowed,High School,Technician,Miami,Beauty,257.79,18.0,Online,1,4,9.0,High,Somewhat Sensitive,0.19,8,Medium,Tablet,Credit Card,2024-10-13 04:00:00,Yes,No,Impulsive,Express,One-time,26,Returned
CUST-001664,68.0,Male,High,Widowed,High School,Student,Chicago,Books,159.91,12.0,Mixed,1,4,4.0,Low,Not Sensitive,0.26,6,Medium,Desktop,Other,2024-06-21 01:00:00,No,Yes,Impulsive,Standard,One-time,18,Delivered
CUST-001665,63.0,Male,Middle,Single,High School,Artist,Denver,Groceries,404.78,5.0,Online,4,3,11.0,Medium,Not Sensitive,0.7,9,Medium,Desktop,Credit Card,2024-11-04 23:00:00,Yes,Yes,Need-based,Standard,One-time,10,Delivered
CUST-001666,33.0,Female,High,Married,High School,Artist,Phoenix,Sports,111.69,6.0,Online,3,3,10.0,High,Very Sensitive,0.98,3,Low,Tablet,Credit Card,2024-07-29 02:00:00,No,Yes,Need-based,Express,Subscription,19,Returned
CUST-001667,70.0,Male,Middle,Single,High School,Technician,New York,Books,440.66,7.0,Online,2,2,8.0,Low,Somewhat Sensitive,0.48,5,Low,Desktop,Credit Card,2023-07-15 22:00:00,No,Yes,Need-based,Express,One-time,13,Returned
CUST-001668,41.0,Female,Middle,Widowed,High School,Sales,Phoenix,Home Appliances,160.41,11.0,In-Store,2,5,1.0,Low,Not Sensitive,0.13,2,Medium,Desktop,PayPal,2024-06-26 11:00:00,No,No,Wants-based,No Preference,One-time,6,Returned
CUST-001669,63.0,Female,Middle,Single,Doctorate,Engineer,Los Angeles,Beauty,438.47,6.0,Online,4,3,22.0,Medium,Very Sensitive,0.43,3,Low,Smartphone,Other,2023-07-10 03:00:00,Yes,Yes,Impulsive,Express,One-time,2,Returned
CUST-001670,48.0,Male,High,Married,Bachelor's,Engineer,Los Angeles,Home Appliances,162.35,1.0,Online,4,4,16.0,None,Somewhat Sensitive,0.62,10,Medium,Desktop,Other,2023-04-03 07:00:00,Yes,Yes,Planned,Standard,Subscription,28,Delivered
CUST-001671,60.0,Female,High,Single,Bachelor's,Doctor,Seattle,Home Appliances,180.62,15.0,Online,5,3,7.0,Medium,Somewhat Sensitive,0.57,7,Medium,Smartphone,Cash,2023-08-03 08:00:00,No,No,Need-based,Standard,One-time,23,Delivered
CUST-001672,,Female,High,Married,High School,Artist,New York,Furniture,173.23,4.0,Online,4,1,3.0,High,Not Sensitive,0.3,4,None,Smartphone,PayPal,2024-12-09 10:00:00,Yes,Yes,Impulsive,No Preference,One-time,2,Returned
CUST-001673,53.0,Male,Low,Married,High School,Sales,Miami,Clothing,116.96,9.0,In-Store,4,3,19.0,Medium,Somewhat Sensitive,0.52,10,None,Smartphone,Credit Card,2023-03-09 09:00:00,No,No,Planned,Standard,Subscription,14,Delivered
CUST-001674,47.0,Male,High,Single,High School,Sales,Phoenix,Sports,421.8,20.0,Online,3,2,15.0,High,Somewhat Sensitive,0.07,5,High,Smartphone,PayPal,2024-10-30 14:00:00,No,No,Impulsive,Express,Installments,8,Returned
CUST-001675,35.0,Female,High,Married,Master's,Student,Miami,Furniture,107.71,20.0,In-Store,3,4,22.0,Medium,Somewhat Sensitive,0.29,8,Medium,Smartphone,Credit Card,2024-08-15 09:00:00,No,No,Need-based,Express,Installments,7,Delivered
CUST-001676,57.0,Female,High,Single,Doctorate,Artist,Los Angeles,Books,394.3,2.0,Online,3,1,1.0,Low,Somewhat Sensitive,0.96,7,High,Smartphone,PayPal,2024-08-21 08:00:00,No,Yes,Need-based,Standard,One-time,21,Returned
CUST-001677,68.0,Male,Middle,Single,Doctorate,Artist,Miami,Books,231.91,9.0,Online,2,4,17.0,High,Not Sensitive,0.31,10,High,Smartphone,Credit Card,2023-09-24 02:00:00,Yes,No,Need-based,Standard,One-time,8,Delivered
CUST-001678,26.0,Female,Low,Single,High School,Clerk,Miami,Furniture,22.65,14.0,Online,2,1,2.0,None,Very Sensitive,0.84,7,Medium,Smartphone,Debit Card,2024-09-25 11:00:00,Yes,No,Impulsive,No Preference,One-time,1,Returned
CUST-001679,34.0,Female,Middle,Married,Master's,Teacher,Miami,Groceries,61.25,18.0,Online,4,1,,High,Very Sensitive,0.42,8,Low,Smartphone,Debit Card,2024-10-29 21:00:00,Yes,No,Impulsive,No Preference,One-time,25,Returned
CUST-001680,49.0,Male,Middle,Single,Master's,Teacher,Miami,Books,253.3,13.0,Online,1,2,7.0,Medium,Very Sensitive,0.36,8,Medium,Desktop,Credit Card,2023-11-12 11:00:00,Yes,Yes,Planned,Express,One-time,12,Returned
CUST-001681,45.0,Female,Middle,Married,High School,Teacher,Los Angeles,Electronics,88.92,13.0,Online,4,3,16.0,Low,Very Sensitive,0.64,10,Low,Tablet,PayPal,2023-06-28 18:00:00,Yes,No,Need-based,Standard,One-time,28,Delivered
CUST-001682,43.0,Male,High,Divorced,Bachelor's,Student,Houston,Home Appliances,206.5,15.0,Online,3,1,3.0,Medium,Somewhat Sensitive,0.52,8,Low,Smartphone,PayPal,2023-09-08 05:00:00,Yes,Yes,Impulsive,Standard,One-time,11,Returned
CUST-001683,40.0,Female,Middle,Divorced,Bachelor's,Artist,Miami,Clothing,266.16,3.0,Mixed,4,2,4.0,None,Somewhat Sensitive,0.47,2,High,Smartphone,Other,2023-09-08 05:00:00,No,Yes,Impulsive,Express,One-time,10,Returned
CUST-001684,18.0,Female,Low,Single,High School,Artist,Seattle,Home Appliances,387.7,17.0,Online,2,3,23.0,None,Not Sensitive,0.88,4,Low,Smartphone,Other,2023-05-22 05:00:00,No,No,Need-based,Express,One-time,12,Returned
CUST-001685,64.0,Female,Middle,Married,High School,Doctor,Houston,Electronics,415.85,6.0,Online,4,1,9.0,High,Not Sensitive,0.0,1,Low,Smartphone,PayPal,2024-02-08 16:00:00,Yes,No,Need-based,Standard,One-time,23,Returned
CUST-001686,37.0,Male,Middle,Married,Doctorate,Clerk,Phoenix,Beauty,253.85,9.0,In-Store,1,2,7.0,Medium,Not Sensitive,0.31,7,Medium,Desktop,Credit Card,2024-06-25 14:00:00,No,Yes,Need-based,Express,Subscription,10,Delivered
CUST-001687,67.0,Male,Low,Single,High School,Student,Miami,Furniture,273.14,12.0,In-Store,1,1,18.0,Low,Not Sensitive,0.5,1,Medium,Smartphone,Credit Card,2023-06-03 07:00:00,No,Yes,Impulsive,No Preference,One-time,20,Returned
CUST-001688,57.0,Female,Middle,Single,High School,Technician,New York,Home Appliances,176.51,20.0,In-Store,4,3,10.0,Medium,Somewhat Sensitive,0.13,4,Medium,Smartphone,Credit Card,2023-11-13 01:00:00,No,Yes,Need-based,Express,One-time,17,Delivered
CUST-001689,69.0,Male,Middle,Single,Master's,Student,Phoenix,Electronics,165.83,3.0,Online,1,4,13.0,Medium,Not Sensitive,0.62,5,Medium,Smartphone,PayPal,2023-06-29 21:00:00,Yes,No,Need-based,Standard,One-time,8,Delivered
CUST-001690,25.0,Female,Middle,Single,Bachelor's,Manager,Houston,Furniture,10.34,10.0,Mixed,2,1,13.0,Low,Not Sensitive,0.42,8,High,Smartphone,PayPal,2024-04-26 19:00:00,No,Yes,Impulsive,No Preference,Subscription,27,Returned
CUST-001691,33.0,Male,Low,Single,High School,Teacher,Los Angeles,Beauty,128.48,13.0,Online,5,2,24.0,Medium,Somewhat Sensitive,0.36,2,None,Desktop,Credit Card,2023-03-11 06:00:00,Yes,No,Planned,Standard,One-time,11,Returned
CUST-001692,56.0,Female,Middle,Single,Master's,Technician,Seattle,Groceries,299.64,12.0,In-Store,5,3,13.0,Medium,Somewhat Sensitive,0.29,3,Medium,Desktop,Debit Card,2023-06-02 09:00:00,No,Yes,Need-based,Standard,One-time,3,Delivered
CUST-001693,23.0,Female,Middle,Married,High School,Engineer,Phoenix,Books,279.48,20.0,Online,5,2,21.0,Low,Very Sensitive,0.71,9,Low,Smartphone,Debit Card,2024-06-27 12:00:00,No,Yes,Planned,No Preference,One-time,28,Delivered
CUST-001694,58.0,Male,Middle,Married,Master's,Engineer,Miami,Sports,136.54,20.0,Mixed,4,3,4.0,Medium,Not Sensitive,0.57,2,Low,Desktop,Cash,2023-07-21 23:00:00,No,No,Wants-based,Express,One-time,28,Returned
CUST-001695,57.0,Male,High,Widowed,Master's,Doctor,Houston,Electronics,106.64,17.0,Online,1,4,24.0,None,Very Sensitive,0.69,9,High,Smartphone,PayPal,2023-12-04 12:00:00,No,No,Impulsive,Express,One-time,28,Returned
CUST-001696,61.0,Female,Middle,Single,Bachelor's,Artist,Phoenix,Beauty,369.95,14.0,Mixed,3,1,5.0,None,Very Sensitive,0.82,9,None,Desktop,PayPal,2023-07-04 04:00:00,Yes,No,Planned,Standard,One-time,27,Returned
CUST-001697,52.0,Male,Middle,Married,High School,Engineer,New York,Clothing,86.37,6.0,Online,4,3,14.0,Medium,Not Sensitive,0.07,5,Medium,Smartphone,PayPal,2023-06-21 16:00:00,Yes,No,Impulsive,Standard,One-time,25,Delivered
CUST-001698,21.0,Female,Middle,Divorced,Bachelor's,Technician,Seattle,Clothing,348.21,17.0,Online,4,5,15.0,Low,Very Sensitive,0.05,2,Low,Desktop,Credit Card,2023-05-18 17:00:00,No,Yes,Need-based,Standard,Subscription,9,Delivered
CUST-001699,42.0,Male,Middle,Single,High School,Clerk,Denver,Clothing,286.4,13.0,Online,1,5,1.0,Medium,Somewhat Sensitive,0.89,7,Medium,Smartphone,Debit Card,2023-10-13 12:00:00,Yes,No,Planned,Standard,One-time,14,Returned
CUST-001700,33.0,Male,Low,Single,Bachelor's,Manager,Los Angeles,Electronics,460.03,2.0,Online,5,1,4.0,High,Somewhat Sensitive,0.77,5,Low,Smartphone,Credit Card,2023-11-20 17:00:00,No,No,Need-based,Standard,One-time,27,Returned
CUST-001701,61.0,Male,Middle,Widowed,High School,Manager,Phoenix,Furniture,19.64,17.0,Online,1,3,6.0,Medium,Very Sensitive,0.9,4,Medium,Desktop,Debit Card,2023-09-23 22:00:00,Yes,Yes,Need-based,Standard,Installments,23,Returned
CUST-001702,36.0,Female,High,Single,Bachelor's,Doctor,Miami,Groceries,147.66,3.0,In-Store,1,3,13.0,High,Very Sensitive,0.79,5,High,Smartphone,Credit Card,2024-04-26 23:00:00,No,Yes,Planned,Express,Installments,10,Delivered
CUST-001703,53.0,Female,Low,Married,High School,Artist,Houston,Beauty,363.87,15.0,Mixed,5,1,15.0,High,Somewhat Sensitive,0.81,2,Medium,Smartphone,Debit Card,2023-02-27 21:00:00,Yes,No,Need-based,Standard,One-time,20,Returned
CUST-001704,56.0,Male,Low,Single,Bachelor's,Technician,Los Angeles,Sports,53.14,7.0,Online,2,5,19.0,Medium,Very Sensitive,0.24,6,High,Smartphone,Credit Card,2024-05-02 17:00:00,Yes,Yes,Impulsive,Standard,One-time,0,Returned
CUST-001705,44.0,Male,Middle,Divorced,High School,Teacher,Denver,Electronics,417.47,13.0,Online,2,3,1.0,Medium,Somewhat Sensitive,0.15,7,Low,Smartphone,Credit Card,2023-09-20 22:00:00,Yes,No,Planned,No Preference,Installments,17,Delivered
CUST-001706,,Male,Middle,Married,Bachelor's,Sales,Phoenix,Clothing,259.87,3.0,Online,4,2,20.0,Low,Very Sensitive,0.64,10,None,Smartphone,Credit Card,2024-05-17 12:00:00,Yes,Yes,Wants-based,Standard,One-time,17,Returned
CUST-001707,37.0,Male,Middle,Married,Bachelor's,Engineer,Houston,Home Appliances,413.93,19.0,Online,2,3,12.0,High,Very Sensitive,0.74,1,Low,Smartphone,Credit Card,2024-07-06 19:00:00,No,Yes,Need-based,Standard,One-time,7,Returned
CUST-001708,21.0,Female,Middle,Single,Master's,Clerk,Chicago,Furniture,62.34,10.0,Mixed,2,1,24.0,High,Very Sensitive,0.84,10,Medium,Desktop,Debit Card,2023-01-28 20:00:00,No,Yes,Impulsive,Express,One-time,3,Returned
CUST-001709,59.0,Female,Low,Single,High School,Doctor,Miami,Books,454.87,3.0,Online,5,2,2.0,Medium,Not Sensitive,0.01,6,None,Smartphone,PayPal,2024-08-12 12:00:00,No,Yes,Need-based,No Preference,One-time,4,Delivered
CUST-001710,57.0,Female,Middle,Divorced,Bachelor's,Artist,Phoenix,Groceries,269.62,2.0,Online,5,1,17.0,High,Not Sensitive,0.23,7,Low,Smartphone,Debit Card,2023-05-18 16:00:00,No,Yes,Planned,Express,One-time,4,Delivered
CUST-001711,67.0,Female,Middle,Single,Doctorate,Teacher,Seattle,Beauty,373.66,1.0,Online,4,2,24.0,Low,Somewhat Sensitive,0.51,8,Low,Smartphone,PayPal,2023-01-28 09:00:00,Yes,Yes,Need-based,Standard,Installments,28,Delivered
CUST-001712,53.0,Male,Low,Single,Master's,Sales,Chicago,Sports,461.67,17.0,In-Store,3,2,6.0,Medium,Somewhat Sensitive,0.92,10,High,Smartphone,Debit Card,2024-09-10 22:00:00,No,No,Planned,Express,One-time,23,Returned
CUST-001713,37.0,Male,Low,Married,Master's,Clerk,Phoenix,Electronics,68.43,8.0,Online,5,1,4.0,None,Somewhat Sensitive,0.44,3,Medium,Smartphone,Credit Card,2024-11-12 12:00:00,Yes,No,Need-based,No Preference,Installments,9,Returned
CUST-001714,48.0,Female,Low,Single,High School,Sales,Denver,Furniture,344.26,2.0,Online,3,2,14.0,Low,Somewhat Sensitive,0.66,8,Medium,Smartphone,Other,2023-01-21 04:00:00,Yes,Yes,Planned,Standard,Subscription,12,Returned
CUST-001715,24.0,Male,High,Single,Bachelor's,Sales,Miami,Clothing,468.85,9.0,Online,4,3,9.0,Low,Very Sensitive,0.32,4,Medium,Smartphone,Debit Card,2023-04-09 10:00:00,No,No,Planned,Express,One-time,28,Delivered
CUST-001716,21.0,Female,Low,Married,High School,Sales,Seattle,Clothing,15.48,7.0,Mixed,4,3,11.0,High,Somewhat Sensitive,0.03,1,Low,Desktop,PayPal,2023-11-03 08:00:00,Yes,Yes,Planned,Standard,One-time,14,Delivered
CUST-001717,,Female,Middle,Married,High School,Student,Los Angeles,Home Appliances,436.55,17.0,Online,1,1,6.0,High,Not Sensitive,0.87,2,None,Desktop,Credit Card,2023-04-20 23:00:00,No,No,Need-based,Express,One-time,14,Returned
CUST-001718,,Female,High,Widowed,High School,Artist,Seattle,Furniture,35.02,20.0,Online,5,1,0.0,Low,Very Sensitive,0.25,3,Low,Smartphone,Credit Card,2023-02-27 14:00:00,Yes,Yes,Impulsive,Standard,One-time,9,Returned
CUST-001719,68.0,Male,Low,Divorced,High School,Manager,New York,Sports,398.05,6.0,Online,4,1,12.0,None,Very Sensitive,0.95,10,None,Smartphone,Credit Card,2024-05-03 11:00:00,Yes,No,Need-based,No Preference,One-time,26,Returned
CUST-001720,36.0,Female,Middle,Married,High School,Sales,New York,Home Appliances,339.38,13.0,Online,5,4,17.0,High,Very Sensitive,0.05,3,Low,Desktop,PayPal,2024-12-20 06:00:00,Yes,Yes,Impulsive,Standard,Subscription,3,Returned
CUST-001721,31.0,Male,Middle,Single,High School,Manager,Los Angeles,Sports,62.81,8.0,Online,2,4,5.0,High,Very Sensitive,0.03,5,Low,Smartphone,Debit Card,2023-05-25 20:00:00,Yes,Yes,Planned,Standard,One-time,21,Delivered
CUST-001722,35.0,Female,Middle,Married,High School,Doctor,Houston,Sports,65.16,12.0,Mixed,3,2,7.0,Low,Somewhat Sensitive,0.14,2,Low,Smartphone,Credit Card,2023-06-11 22:00:00,Yes,No,Planned,Standard,One-time,7,Returned
CUST-001723,18.0,Male,Middle,Widowed,Bachelor's,Artist,Chicago,Furniture,274.77,14.0,In-Store,2,3,11.0,Medium,Very Sensitive,0.84,6,Low,Smartphone,Debit Card,2024-04-20 13:00:00,Yes,Yes,Need-based,Standard,One-time,4,Returned
CUST-001724,41.0,Female,High,Married,High School,Technician,Houston,Books,895.23,10.0,Online,1,5,14.0,Low,Somewhat Sensitive,0.13,9,Medium,Smartphone,Credit Card,2023-03-07 17:00:00,Yes,Yes,Planned,Standard,One-time,26,Delivered
CUST-001725,23.0,Female,Middle,Divorced,Doctorate,Student,Los Angeles,Beauty,63.85,1.0,Online,4,1,14.0,Medium,Somewhat Sensitive,0.09,8,Medium,Smartphone,Credit Card,2024-07-14 17:00:00,No,Yes,Need-based,Express,One-time,7,Delivered
CUST-001726,62.0,Male,Low,Married,High School,Technician,Los Angeles,Sports,115.36,4.0,In-Store,2,5,5.0,Medium,Somewhat Sensitive,0.67,6,High,Smartphone,Debit Card,2023-03-21 20:00:00,Yes,Yes,Planned,Express,One-time,21,Delivered
CUST-001727,32.0,Male,Middle,Single,Master's,Sales,Los Angeles,Books,252.17,7.0,Online,2,1,0.0,High,Not Sensitive,0.75,6,Medium,Smartphone,PayPal,2023-12-24 09:00:00,Yes,Yes,Need-based,Express,Installments,25,Returned
CUST-001728,38.0,Male,Low,Single,Doctorate,Doctor,Los Angeles,Home Appliances,95.99,14.0,Mixed,2,2,18.0,None,Somewhat Sensitive,0.01,1,High,Smartphone,PayPal,2023-12-18 00:00:00,No,Yes,Impulsive,Standard,One-time,10,Returned
CUST-001729,39.0,Female,Middle,Single,Bachelor's,Manager,Los Angeles,Electronics,16.21,16.0,Mixed,4,4,6.0,Low,Somewhat Sensitive,0.7,10,Medium,Smartphone,PayPal,2024-03-09 00:00:00,Yes,Yes,Planned,Standard,One-time,24,Delivered
CUST-001730,43.0,Male,Low,Married,Master's,Sales,Houston,Sports,140.47,9.0,Online,3,5,9.0,None,Very Sensitive,0.41,2,Medium,Smartphone,Credit Card,2024-06-13 08:00:00,No,No,Impulsive,No Preference,One-time,4,Returned
CUST-001731,61.0,Female,Low,Married,High School,Manager,Chicago,Home Appliances,419.27,20.0,Online,5,5,3.0,Medium,Somewhat Sensitive,0.65,3,High,Desktop,PayPal,2023-08-02 19:00:00,No,No,Impulsive,Standard,One-time,17,Returned
CUST-001732,25.0,Male,Low,Single,Master's,Manager,Miami,Clothing,42.97,17.0,Online,3,5,16.0,High,Somewhat Sensitive,0.49,4,Medium,Smartphone,Credit Card,2024-07-05 03:00:00,No,No,Planned,Express,One-time,18,Returned
CUST-001733,64.0,Male,Low,Married,Bachelor's,Engineer,Chicago,Books,437.66,8.0,Online,3,4,8.0,Low,Very Sensitive,0.25,7,Medium,Smartphone,PayPal,2024-11-12 16:00:00,Yes,Yes,Need-based,Standard,Subscription,9,Delivered
CUST-001734,65.0,Female,Low,Single,High School,Teacher,Los Angeles,Clothing,210.77,12.0,Online,5,2,11.0,Medium,Very Sensitive,0.28,1,Medium,Desktop,Credit Card,2024-08-11 00:00:00,No,No,Need-based,Standard,One-time,12,Returned
CUST-001735,26.0,Female,High,Married,Bachelor's,Teacher,Seattle,Books,,4.0,Online,3,4,1.0,Medium,Very Sensitive,0.87,4,Low,Smartphone,PayPal,2023-03-23 08:00:00,No,No,Need-based,Express,One-time,20,Returned
CUST-001736,60.0,Female,Middle,Married,Bachelor's,Doctor,Denver,Clothing,477.79,4.0,Online,4,5,,High,Not Sensitive,0.6,9,High,Smartphone,Cash,2023-10-25 21:00:00,Yes,Yes,Planned,Express,Subscription,6,Delivered
CUST-001737,66.0,Female,Low,Divorced,Bachelor's,Doctor,Miami,Groceries,891.666,13.0,Online,2,2,17.0,Medium,Very Sensitive,0.87,9,Medium,Tablet,Other,2023-03-16 19:00:00,No,No,Need-based,Standard,Installments,17,Returned
CUST-001738,52.0,Male,Middle,Single,Master's,Doctor,Chicago,Furniture,111.34,7.0,Online,5,5,10.0,High,Very Sensitive,0.83,6,Low,Smartphone,PayPal,2023-10-19 11:00:00,Yes,No,Planned,Standard,One-time,7,Delivered
CUST-001739,19.0,Male,Low,Single,Bachelor's,Student,Miami,Clothing,308.73,4.0,Online,1,5,7.0,None,Not Sensitive,0.04,9,Medium,Smartphone,Other,2024-03-30 05:00:00,No,Yes,Planned,No Preference,One-time,22,Delivered
CUST-001740,41.0,Male,Middle,Widowed,High School,Clerk,Seattle,Sports,18.21,20.0,In-Store,4,4,15.0,None,Somewhat Sensitive,0.46,7,Medium,Desktop,Credit Card,2024-10-03 11:00:00,Yes,Yes,Wants-based,Standard,Subscription,29,Delivered
CUST-001741,70.0,Male,Low,Single,High School,Engineer,Miami,Furniture,,5.0,Online,1,1,4.0,Low,Not Sensitive,0.92,8,High,Smartphone,PayPal,2023-05-11 18:00:00,Yes,No,Planned,No Preference,One-time,5,Returned
CUST-001742,44.0,Female,Low,Married,High School,Manager,Los Angeles,Books,889.056,12.0,Online,5,4,8.0,Low,Very Sensitive,0.27,8,Medium,Desktop,PayPal,2023-01-23 21:00:00,Yes,No,Wants-based,No Preference,One-time,27,Delivered
CUST-001743,18.0,Male,Middle,Single,Bachelor's,Clerk,Miami,Books,289.29,9.0,In-Store,1,5,12.0,High,Very Sensitive,0.44,3,None,Desktop,PayPal,2023-03-16 13:00:00,Yes,No,Wants-based,Standard,One-time,1,Returned
CUST-001744,24.0,Male,High,Single,Bachelor's,Doctor,Los Angeles,Groceries,387.47,10.0,Online,1,4,0.0,High,Somewhat Sensitive,0.59,6,Medium,Desktop,PayPal,2024-06-24 22:00:00,Yes,No,Impulsive,No Preference,Subscription,7,Returned
CUST-001745,40.0,Female,Low,Married,Bachelor's,Doctor,Chicago,Books,91.69,17.0,Online,5,1,10.0,Low,Very Sensitive,0.42,10,Medium,Smartphone,Credit Card,2024-08-18 16:00:00,Yes,Yes,Impulsive,Standard,One-time,3,Returned
CUST-001746,63.0,Male,Middle,Married,Bachelor's,Doctor,Denver,Home Appliances,145.45,16.0,Online,2,3,4.0,High,Very Sensitive,0.28,2,Low,Smartphone,Cash,2023-07-10 09:00:00,Yes,No,Need-based,Standard,One-time,5,Returned
CUST-001747,60.0,Male,Low,Single,Bachelor's,Clerk,Phoenix,Furniture,195.04,9.0,Online,1,1,2.0,High,Not Sensitive,0.07,1,High,Smartphone,PayPal,2024-07-14 07:00:00,No,Yes,Need-based,No Preference,One-time,21,Returned
CUST-001748,40.0,Male,Low,Single,Bachelor's,Clerk,Seattle,Beauty,419.13,15.0,Online,4,1,14.0,Low,Somewhat Sensitive,0.14,8,High,Tablet,Credit Card,2024-02-04 06:00:00,Yes,Yes,Impulsive,No Preference,One-time,15,Returned
CUST-001749,20.0,Male,High,Married,Doctorate,Artist,Miami,Books,46.05,1.0,Online,4,2,20.0,Medium,Not Sensitive,0.4,5,Medium,Smartphone,Credit Card,2023-04-13 10:00:00,Yes,Yes,Planned,Express,One-time,17,Delivered
CUST-001750,18.0,Male,Middle,Single,Bachelor's,Student,Seattle,Books,134.54,4.0,Online,3,2,7.0,Low,Very Sensitive,0.17,9,None,Tablet,Other,2024-03-07 09:00:00,Yes,Yes,Need-based,Express,One-time,0,Returned
CUST-001751,70.0,Male,Middle,Married,Bachelor's,Artist,Seattle,Furniture,0.0,6.0,Online,2,1,8.0,Medium,Somewhat Sensitive,0.55,7,Medium,Smartphone,Credit Card,2024-03-21 01:00:00,No,No,Impulsive,Standard,Subscription,14,Returned
CUST-001752,26.0,Female,High,Divorced,Master's,Student,Chicago,Home Appliances,294.46,9.0,In-Store,5,5,23.0,None,Somewhat Sensitive,0.43,6,Medium,Smartphone,Credit Card,2024-08-29 10:00:00,Yes,Yes,Planned,Standard,One-time,4,Delivered
CUST-001753,30.0,Female,Middle,Single,Bachelor's,Manager,Miami,Beauty,154.48,3.0,Online,2,2,18.0,High,Very Sensitive,0.79,4,High,Smartphone,Credit Card,2024-09-12 14:00:00,Yes,No,Impulsive,Standard,One-time,4,Returned
CUST-001754,37.0,Female,Low,Married,High School,Technician,Phoenix,Furniture,164.65,10.0,Online,5,4,11.0,Low,Somewhat Sensitive,0.99,2,Medium,Desktop,PayPal,2024-11-13 01:00:00,No,No,Impulsive,Standard,One-time,18,Returned
CUST-001755,31.0,Female,Middle,Single,Master's,Clerk,New York,Sports,266.86,1.0,In-Store,1,5,18.0,Medium,Somewhat Sensitive,0.52,5,Medium,Desktop,Cash,2023-12-04 01:00:00,Yes,Yes,Need-based,Express,One-time,4,Delivered
CUST-001756,34.0,Female,Middle,Single,Master's,Doctor,Miami,Electronics,256.84,5.0,Online,2,1,16.0,Low,Somewhat Sensitive,0.01,10,High,Desktop,PayPal,2024-11-11 11:00:00,Yes,Yes,Planned,No Preference,One-time,4,Delivered
CUST-001757,64.0,Female,Low,Divorced,High School,Student,New York,Beauty,259.4,11.0,Online,4,1,20.0,Medium,Somewhat Sensitive,0.21,9,Medium,Smartphone,Credit Card,2024-12-29 17:00:00,No,No,Planned,Standard,Installments,10,Delivered
CUST-001758,57.0,Male,Low,Married,Doctorate,Sales,Chicago,Clothing,452.39,5.0,In-Store,1,4,22.0,High,Somewhat Sensitive,0.57,10,High,Desktop,PayPal,2024-12-30 08:00:00,No,Yes,Need-based,Standard,One-time,16,Delivered
CUST-001759,22.0,Female,Middle,Married,High School,Technician,Los Angeles,Clothing,270.72,17.0,Online,2,1,11.0,None,Somewhat Sensitive,0.97,9,Low,Desktop,Credit Card,2023-10-02 15:00:00,Yes,Yes,Planned,Standard,One-time,3,Returned
CUST-001760,,Male,Low,Single,Bachelor's,Student,Los Angeles,Books,32.52,20.0,Online,5,5,13.0,Medium,Not Sensitive,0.69,9,Medium,Smartphone,Debit Card,2023-08-30 01:00:00,Yes,Yes,Need-based,Express,One-time,13,Delivered
